changrenchiao,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2014/8/31 上午 12:00:00,0.45,0.39,0.29,0.24,0.18,0.14,0.17,0.24,0.33,0.38,0.41,0.43,0.38,0.32,0.26,0.24,0.20,0.21,0.30,0.39,0.48,0.52,0.55,0.56
2014/9/1 上午 12:00:00,0.52,0.47,0.39,0.32,0.24,0.16,0.14,0.16,0.21,0.28,0.33,0.36,0.38,0.34,0.34,0.30,0.28,0.26,0.29,0.36,0.45,0.54,0.59,0.62
2014/9/2 上午 12:00:00,0.61,0.56,0.51,0.43,0.36,0.28,0.22,0.15,0.16,0.20,0.22,0.26,0.31,0.32,0.34,0.33,0.33,0.32,0.30,0.33,0.39,0.46,0.56,0.62
2014/9/3 上午 12:00:00,0.66,0.66,0.64,0.57,0.50,0.41,0.30,0.21,0.17,0.14,0.17,0.21,0.26,0.31,0.35,0.37,0.37,0.36,0.34,0.35,0.36,0.40,0.48,0.59
2014/9/4 上午 12:00:00,0.67,0.71,0.74,0.72,0.66,0.56,0.45,0.29,0.18,0.11,0.08,0.09,0.15,0.22,0.30,0.35,0.36,0.37,0.38,0.35,0.36,0.35,0.41,0.50
2014/9/5 上午 12:00:00,0.62,0.70,0.78,0.81,0.80,0.73,0.60,0.46,0.31,0.16,0.06,0.03,0.07,0.14,0.24,0.32,0.39,0.40,0.42,0.39,0.37,0.37,0.35,0.40
2014/9/6 上午 12:00:00,0.51,0.66,0.79,0.85,0.90,0.88,0.77,0.62,0.46,0.31,0.16,0.06,0.03,0.10,0.19,0.29,0.37,0.42,0.44,0.42,0.39,0.35,0.34,0.30
2014/9/7 上午 12:00:00,0.37,0.49,0.65,0.81,0.88,0.91,0.86,0.73,0.56,0.38,0.21,0.06,-0.05,-0.04,0.07,0.20,0.31,0.35,0.44,0.43,0.37,0.30,0.24,0.23
2014/9/8 上午 12:00:00,0.21,0.26,0.42,0.62,0.80,0.86,0.90,0.84,0.70,0.52,0.32,0.19,0.05,-0.03,0.00,0.14,0.32,0.40,0.48,0.51,0.46,0.37,0.28,0.22
2014/9/9 上午 12:00:00,0.18,0.15,0.22,0.42,0.62,0.80,0.86,0.87,0.82,0.66,0.46,0.29,0.17,0.05,0.02,0.10,0.27,0.43,0.49,0.56,0.55,0.46,0.36,0.24
2014/9/10 上午 12:00:00,0.17,0.12,0.11,0.21,0.41,0.62,0.76,0.81,0.82,0.75,0.60,0.45,0.30,0.20,0.11,0.13,0.23,0.38,0.54,0.60,0.64,0.59,0.47,0.33
2014/9/11 上午 12:00:00,0.19,0.13,0.05,0.05,0.20,0.37,0.57,0.66,0.73,0.71,0.62,0.51,0.36,0.26,0.18,0.14,0.19,0.32,0.48,0.62,0.67,0.69,0.62,0.50
2014/9/12 上午 12:00:00,0.37,0.24,0.14,0.04,0.07,0.19,0.35,0.49,0.58,0.63,0.60,0.53,0.44,0.33,0.28,0.22,0.22,0.29,0.39,0.55,0.62,0.67,0.66,0.57
2014/9/13 上午 12:00:00,0.47,0.35,0.23,0.15,0.06,0.06,0.18,0.30,0.42,0.47,0.51,0.49,0.42,0.36,0.30,0.28,0.25,0.28,0.36,0.48,0.59,0.66,0.70,0.68
2014/9/14 上午 12:00:00,0.60,0.51,0.36,0.26,0.16,0.08,0.07,0.14,0.27,0.36,0.40,0.43,0.41,0.38,0.32,0.31,0.29,0.30,0.35,0.45,0.57,0.64,0.68,0.73
2014/9/15 上午 12:00:00,0.70,0.64,0.53,0.43,0.33,0.23,0.16,0.16,0.21,0.28,0.34,0.36,0.40,0.41,0.43,0.43,0.42,0.44,0.46,0.49,0.60,0.66,0.72,0.77
2014/9/16 上午 12:00:00,0.83,0.83,0.78,0.78,0.71,0.57,0.52,0.42,0.39,0.43,0.48,0.45,0.48,0.53,0.51,0.54,0.50,0.53,0.50,0.51,0.52,0.55,0.60,0.67
2014/9/17 上午 12:00:00,0.70,0.76,0.73,0.69,0.68,0.64,0.54,0.45,0.38,0.34,0.28,0.23,0.28,0.37,0.40,0.43,0.49,0.52,0.51,0.52,0.50,0.48,0.50,0.58
2014/9/18 上午 12:00:00,0.62,0.65,0.64,0.69,0.61,0.55,0.45,0.34,0.25,0.21,0.14,0.14,0.16,0.20,0.26,0.28,0.32,0.36,0.35,0.34,0.34,0.34,0.37,0.42
2014/9/19 上午 12:00:00,0.50,0.57,0.65,0.67,0.68,0.62,0.54,0.43,0.32,0.22,0.13,0.09,0.10,0.16,0.26,0.31,0.37,0.41,0.41,0.43,0.41,0.42,0.41,0.42
2014/9/20 上午 12:00:00,0.48,0.59,0.67,0.74,0.77,0.79,0.74,0.62,0.51,0.40,0.30,0.22,0.20,0.24,0.29,0.39,0.46,0.51,0.55,0.56,0.57,0.62,0.64,0.63
2014/9/21 上午 12:00:00,0.66,0.68,0.81,0.76,0.89,0.90,0.93,0.88,0.76,0.65,0.55,0.41,0.37,0.38,0.41,0.47,0.51,0.56,0.59,0.57,0.52,0.44,0.36,0.30
2014/9/22 上午 12:00:00,0.26,0.28,0.37,0.50,0.60,0.66,0.67,0.64,0.54,0.43,0.32,0.17,0.08,0.04,0.11,0.21,0.32,0.42,0.48,0.45,0.40,0.33,0.24,0.18
2014/9/23 上午 12:00:00,0.14,0.13,0.19,0.34,0.47,0.55,0.60,0.59,0.52,0.44,0.34,0.23,0.17,0.11,0.10,0.14,0.26,0.37,0.43,0.45,0.40,0.32,0.22,0.14
2014/9/24 上午 12:00:00,0.10,0.07,0.09,0.20,0.34,0.50,0.56,0.56,0.52,0.41,0.27,0.14,0.03,-0.03,-0.03,0.06,0.19,0.34,0.46,0.47,0.44,0.36,0.25,0.12
2014/9/25 上午 12:00:00,0.03,-0.02,-0.04,0.04,0.18,0.36,0.46,0.50,0.52,0.47,0.35,0.22,0.10,0.05,0.01,0.06,0.18,0.32,0.43,0.46,0.45,0.40,0.28,0.16
2014/9/26 上午 12:00:00,0.04,-0.03,-0.07,-0.04,0.07,0.25,0.39,0.45,0.48,0.46,0.40,0.30,0.20,0.14,0.11,0.14,0.24,0.38,0.50,0.56,0.58,0.56,0.47,0.34
2014/9/27 上午 12:00:00,0.20,0.08,0.02,-0.02,0.00,0.12,0.25,0.33,0.39,0.42,0.39,0.32,0.24,0.16,0.15,0.15,0.20,0.33,0.44,0.54,0.57,0.60,0.55,0.44
2014/9/28 上午 12:00:00,0.31,0.16,0.08,0.00,-0.03,0.03,0.12,0.24,0.30,0.36,0.37,0.34,0.27,0.21,0.17,0.14,0.15,0.24,0.34,0.48,0.55,0.59,0.60,0.53
2014/9/29 上午 12:00:00,0.43,0.31,0.19,0.12,0.04,0.04,0.08,0.17,0.25,0.29,0.34,0.36,0.32,0.28,0.23,0.23,0.24,0.28,0.35,0.47,0.57,0.61,0.64,0.62
2014/9/30 上午 12:00:00,0.55,0.45,0.32,0.22,0.12,0.07,0.04,0.07,0.14,0.18,0.24,0.29,0.32,0.32,0.29,0.30,0.31,0.32,0.35,0.42,0.53,0.61,0.63,0.66
2014/10/1 上午 12:00:00,0.63,0.56,0.47,0.34,0.23,0.13,0.04,0.02,0.05,0.10,0.15,0.20,0.26,0.30,0.31,0.32,0.30,0.28,0.29,0.33,0.39,0.49,0.56,0.61
2014/10/2 上午 12:00:00,0.64,0.64,0.60,0.49,0.38,0.27,0.15,0.05,-0.01,0.00,0.03,0.08,0.15,0.23,0.31,0.33,0.35,0.32,0.34,0.34,0.35,0.40,0.49,0.56
2014/10/3 上午 12:00:00,0.62,0.68,0.70,0.68,0.60,0.49,0.38,0.23,0.12,0.06,0.05,0.08,0.14,0.22,0.32,0.38,0.40,0.42,0.38,0.35,0.32,0.32,0.36,0.46
2014/10/4 上午 12:00:00,0.55,0.63,0.70,0.72,0.70,0.63,0.51,0.35,0.22,0.10,0.02,0.02,0.09,0.16,0.25,0.36,0.44,0.48,0.48,0.42,0.38,0.33,0.33,0.38
2014/10/5 上午 12:00:00,0.47,0.57,0.67,0.74,0.79,0.78,0.68,0.54,0.41,0.25,0.12,0.04,0.06,0.14,0.24,0.35,0.47,0.55,0.56,0.51,0.43,0.34,0.27,0.24
2014/10/6 上午 12:00:00,0.30,0.41,0.56,0.68,0.75,0.80,0.77,0.67,0.54,0.36,0.19,0.07,0.02,0.08,0.21,0.34,0.47,0.54,0.62,0.59,0.52,0.41,0.29,0.22
2014/10/7 上午 12:00:00,0.20,0.27,0.42,0.60,0.74,0.83,0.88,0.86,0.76,0.60,0.44,0.29,0.20,0.19,0.28,0.42,0.56,0.67,0.78,0.80,0.75,0.63,0.47,0.34
2014/10/8 上午 12:00:00,0.24,0.19,0.26,0.41,0.58,0.71,0.78,0.85,0.80,0.71,0.57,0.42,0.32,0.26,0.28,0.38,0.54,0.67,0.76,0.82,0.79,0.72,0.58,0.40
2014/10/9 上午 12:00:00,0.26,0.15,0.13,0.22,0.37,0.52,0.63,0.71,0.72,0.68,0.60,0.48,0.36,0.29,0.28,0.37,0.49,0.66,0.77,0.82,0.83,0.76,0.66,0.53
2014/10/10 上午 12:00:00,0.36,0.22,0.16,0.15,0.24,0.40,0.51,0.60,0.66,0.68,0.64,0.57,0.46,0.39,0.36,0.38,0.48,0.63,0.76,0.82,0.86,0.82,0.76,0.65
2014/10/11 上午 12:00:00,0.50,0.34,0.22,0.17,0.19,0.28,0.41,0.48,0.57,0.61,0.61,0.59,0.54,0.46,0.40,0.38,0.44,0.54,0.68,0.77,0.81,0.81,0.75,0.71
2014/10/12 上午 12:00:00,0.59,0.41,0.26,0.14,0.09,0.16,0.22,0.31,0.36,0.43,0.48,0.48,0.46,0.44,0.40,0.38,0.37,0.46,0.59,0.70,0.77,0.80,0.81,0.77
2014/10/13 上午 12:00:00,0.69,0.57,0.40,0.26,0.15,0.12,0.13,0.20,0.28,0.32,0.40,0.45,0.48,0.47,0.43,0.40,0.42,0.42,0.50,0.60,0.69,0.73,0.75,0.76
2014/10/14 上午 12:00:00,0.73,0.66,0.54,0.40,0.28,0.18,0.15,0.13,0.18,0.22,0.26,0.34,0.36,0.38,0.38,0.37,0.40,0.39,0.42,0.49,0.56,0.63,0.65,0.67
2014/10/15 上午 12:00:00,0.70,0.67,0.61,0.52,0.42,0.31,0.22,0.15,0.14,0.16,0.20,0.26,0.31,0.35,0.39,0.41,0.42,0.42,0.44,0.45,0.49,0.55,0.59,0.60
2014/10/16 上午 12:00:00,0.64,0.64,0.63,0.58,0.49,0.42,0.30,0.21,0.15,0.14,0.16,0.18,0.23,0.31,0.36,0.41,0.42,0.42,0.44,0.43,0.42,0.44,0.48,0.51
2014/10/17 上午 12:00:00,0.55,0.58,0.59,0.59,0.54,0.47,0.38,0.26,0.18,0.12,0.10,0.11,0.16,0.23,0.30,0.37,0.41,0.43,0.42,0.41,0.38,0.37,0.38,0.40
2014/10/18 上午 12:00:00,0.46,0.52,0.57,0.60,0.59,0.55,0.46,0.36,0.27,0.19,0.14,0.13,0.17,0.23,0.30,0.38,0.44,0.45,0.45,0.42,0.39,0.35,0.33,0.32
2014/10/19 上午 12:00:00,0.36,0.43,0.51,0.57,0.58,0.57,0.51,0.41,0.31,0.21,0.13,0.10,0.12,0.20,0.29,0.36,0.42,0.44,0.44,0.40,0.35,0.30,0.25,0.22
2014/10/20 上午 12:00:00,0.22,0.30,0.38,0.47,0.53,0.54,0.52,0.42,0.32,0.22,0.15,0.08,0.08,0.16,0.24,0.35,0.44,0.48,0.49,0.46,0.40,0.32,0.26,0.19
2014/10/21 上午 12:00:00,0.18,0.20,0.30,0.40,0.49,0.55,0.57,0.50,0.40,0.31,0.22,0.14,0.11,0.15,0.25,0.38,0.47,0.53,0.55,0.52,0.45,0.35,0.26,0.18
2014/10/22 上午 12:00:00,0.12,0.12,0.17,0.28,0.39,0.47,0.50,0.48,0.42,0.33,0.22,0.16,0.10,0.11,0.20,0.32,0.46,0.54,0.57,0.54,0.49,0.38,0.26,0.13
2014/10/23 上午 12:00:00,0.05,0.01,0.05,0.16,0.30,0.42,0.49,0.50,0.46,0.37,0.28,0.19,0.12,0.12,0.18,0.29,0.46,0.58,0.64,0.67,0.61,0.52,0.36,0.22
2014/10/24 上午 12:00:00,0.10,0.02,0.00,0.08,0.20,0.34,0.44,0.51,0.52,0.44,0.36,0.27,0.21,0.16,0.18,0.27,0.43,0.55,0.65,0.70,0.67,0.56,0.44,0.28
2014/10/25 上午 12:00:00,0.15,0.03,-0.03,-0.03,0.06,0.19,0.31,0.39,0.42,0.41,0.35,0.27,0.20,0.16,0.14,0.21,0.34,0.48,0.60,0.67,0.68,0.61,0.48,0.31
2014/10/26 上午 12:00:00,0.15,0.02,-0.08,-0.12,-0.08,0.02,0.15,0.24,0.33,0.36,0.32,0.25,0.20,0.18,0.17,0.20,0.30,0.45,0.61,0.70,0.71,0.69,0.59,0.43
2014/10/27 上午 12:00:00,0.27,0.11,-0.02,-0.12,-0.14,-0.10,0.01,0.13,0.22,0.30,0.29,0.27,0.23,0.20,0.21,0.19,0.24,0.35,0.50,0.62,0.70,0.70,0.64,0.55
2014/10/28 上午 12:00:00,0.38,0.25,0.06,-0.06,-0.12,-0.13,-0.09,0.01,0.09,0.17,0.22,0.24,0.23,0.24,0.19,0.18,0.20,0.27,0.40,0.53,0.63,0.68,0.69,0.64
2014/10/29 上午 12:00:00,0.54,0.40,0.28,0.15,0.04,-0.02,-0.04,-0.01,0.04,0.12,0.20,0.26,0.28,0.29,0.27,0.27,0.26,0.29,0.33,0.43,0.53,0.62,0.66,0.68
2014/10/30 上午 12:00:00,0.65,0.57,0.45,0.33,0.21,0.11,0.02,-0.02,-0.01,0.05,0.10,0.20,0.26,0.29,0.31,0.31,0.30,0.29,0.30,0.34,0.41,0.51,0.58,0.62
2014/10/31 上午 12:00:00,0.65,0.63,0.55,0.43,0.31,0.20,0.08,-0.01,-0.06,-0.04,0.02,0.10,0.17,0.24,0.30,0.30,0.31,0.30,0.29,0.30,0.30,0.37,0.45,0.53
2014/11/1 上午 12:00:00,0.58,0.63,0.61,0.55,0.46,0.34,0.24,0.10,0.02,-0.03,0.00,0.08,0.16,0.27,0.35,0.39,0.40,0.38,0.35,0.31,0.25,0.24,0.29,0.38
2014/11/2 上午 12:00:00,0.48,0.54,0.58,0.58,0.54,0.44,0.33,0.19,0.08,-0.01,-0.03,0.02,0.11,0.24,0.36,0.42,0.45,0.46,0.40,0.31,0.27,0.19,0.17,0.21
2014/11/3 上午 12:00:00,0.32,0.44,0.50,0.56,0.58,0.54,0.44,0.31,0.17,0.05,-0.02,-0.01,0.06,0.17,0.32,0.44,0.51,0.55,0.49,0.42,0.32,0.21,0.11,0.10
2014/11/4 上午 12:00:00,0.15,0.25,0.40,0.49,0.55,0.58,0.54,0.45,0.33,0.21,0.14,0.08,0.11,0.21,0.36,0.51,0.61,0.67,0.65,0.58,0.46,0.32,0.20,0.10
2014/11/5 上午 12:00:00,0.06,0.10,0.22,0.36,0.46,0.51,0.54,0.48,0.39,0.27,0.19,0.12,0.08,0.13,0.27,0.42,0.55,0.62,0.65,0.62,0.51,0.33,0.20,0.07
2014/11/6 上午 12:00:00,-0.04,-0.07,-0.02,0.11,0.26,0.36,0.43,0.42,0.38,0.30,0.20,0.13,0.08,0.09,0.17,0.34,0.50,0.61,0.67,0.68,0.57,0.42,0.24,0.08
2014/11/7 上午 12:00:00,-0.04,-0.13,-0.14,-0.05,0.09,0.23,0.33,0.38,0.39,0.36,0.30,0.22,0.19,0.15,0.20,0.32,0.48,0.64,0.73,0.75,0.73,0.62,0.45,0.26
2014/11/8 上午 12:00:00,0.09,-0.03,-0.12,-0.12,-0.03,0.12,0.24,0.32,0.34,0.35,0.31,0.25,0.21,0.19,0.19,0.27,0.42,0.58,0.70,0.76,0.75,0.70,0.55,0.36
2014/11/9 上午 12:00:00,0.17,0.04,-0.10,-0.15,-0.13,-0.04,0.07,0.16,0.22,0.25,0.24,0.20,0.18,0.18,0.19,0.22,0.33,0.47,0.63,0.71,0.74,0.71,0.63,0.49
2014/11/10 上午 12:00:00,0.32,0.14,0.01,-0.10,-0.14,-0.10,0.00,0.08,0.14,0.22,0.25,0.24,0.24,0.22,0.25,0.25,0.31,0.43,0.56,0.66,0.72,0.72,0.67,0.58
2014/11/11 上午 12:00:00,0.43,0.28,0.13,0.02,-0.05,-0.08,-0.05,0.03,0.11,0.16,0.23,0.28,0.28,0.29,0.30,0.30,0.31,0.36,0.46,0.56,0.64,0.66,0.66,0.62
2014/11/12 上午 12:00:00,0.54,0.40,0.26,0.16,0.03,-0.04,-0.05,-0.03,0.03,0.08,0.14,0.18,0.19,0.21,0.23,0.24,0.26,0.28,0.33,0.43,0.51,0.56,0.57,0.56
2014/11/13 上午 12:00:00,0.51,0.43,0.30,0.20,0.10,-0.02,-0.05,-0.06,-0.02,0.05,0.07,0.12,0.18,0.22,0.23,0.26,0.26,0.26,0.28,0.33,0.40,0.44,0.48,0.50
2014/11/14 上午 12:00:00,0.50,0.47,0.40,0.32,0.21,0.12,0.04,0.00,-0.02,0.01,0.04,0.10,0.18,0.23,0.27,0.30,0.32,0.33,0.33,0.32,0.35,0.39,0.43,0.44
2014/11/15 上午 12:00:00,0.49,0.49,0.47,0.44,0.36,0.28,0.18,0.10,0.04,0.03,0.05,0.10,0.17,0.26,0.32,0.36,0.38,0.36,0.35,0.34,0.29,0.29,0.31,0.34
2014/11/16 上午 12:00:00,0.38,0.42,0.44,0.43,0.37,0.31,0.22,0.13,0.05,0.01,0.03,0.09,0.16,0.26,0.32,0.39,0.43,0.42,0.41,0.38,0.34,0.31,0.29,0.30
2014/11/17 上午 12:00:00,0.35,0.38,0.42,0.46,0.45,0.41,0.35,0.26,0.19,0.12,0.10,0.12,0.20,0.29,0.38,0.46,0.52,0.53,0.48,0.42,0.34,0.27,0.22,0.20
2014/11/18 上午 12:00:00,0.24,0.29,0.35,0.37,0.41,0.40,0.35,0.30,0.22,0.14,0.10,0.12,0.18,0.26,0.37,0.46,0.51,0.55,0.53,0.46,0.38,0.29,0.20,0.15
2014/11/19 上午 12:00:00,0.14,0.18,0.24,0.32,0.36,0.40,0.40,0.36,0.30,0.22,0.16,0.14,0.18,0.28,0.39,0.50,0.60,0.64,0.65,0.61,0.51,0.37,0.24,0.15
2014/11/20 上午 12:00:00,0.09,0.08,0.13,0.22,0.30,0.36,0.40,0.39,0.34,0.27,0.21,0.16,0.17,0.23,0.35,0.47,0.58,0.64,0.65,0.62,0.52,0.40,0.25,0.12
2014/11/21 上午 12:00:00,0.01,-0.04,-0.01,0.08,0.18,0.26,0.34,0.37,0.34,0.29,0.22,0.18,0.18,0.20,0.30,0.44,0.59,0.68,0.73,0.71,0.62,0.49,0.32,0.16
2014/11/22 上午 12:00:00,0.04,-0.06,-0.10,-0.04,0.09,0.18,0.28,0.32,0.34,0.32,0.25,0.20,0.18,0.18,0.26,0.39,0.52,0.66,0.74,0.76,0.72,0.62,0.46,0.27
2014/11/23 上午 12:00:00,0.11,-0.03,-0.11,-0.11,-0.04,0.09,0.20,0.30,0.34,0.38,0.34,0.27,0.23,0.21,0.24,0.34,0.49,0.64,0.75,0.79,0.80,0.72,0.56,0.38
2014/11/24 上午 12:00:00,0.19,0.03,-0.10,-0.16,-0.14,-0.04,0.09,0.20,0.28,0.34,0.34,0.31,0.24,0.22,0.22,0.28,0.42,0.57,0.70,0.79,0.83,0.80,0.69,0.53
2014/11/25 上午 12:00:00,0.32,0.15,-0.02,-0.12,-0.15,-0.13,-0.03,0.07,0.19,0.28,0.30,0.29,0.26,0.22,0.23,0.25,0.32,0.47,0.62,0.74,0.80,0.80,0.76,0.63
2014/11/26 上午 12:00:00,0.47,0.29,0.12,-0.04,-0.14,-0.16,-0.11,-0.01,0.09,0.19,0.28,0.31,0.31,0.27,0.26,0.26,0.27,0.33,0.47,0.62,0.73,0.76,0.76,0.72
2014/11/27 上午 12:00:00,0.59,0.44,0.26,0.10,-0.05,-0.11,-0.13,-0.07,0.01,0.10,0.21,0.30,0.34,0.32,0.29,0.28,0.26,0.28,0.34,0.48,0.60,0.67,0.70,0.72
2014/11/28 上午 12:00:00,0.67,0.55,0.41,0.26,0.12,-0.01,-0.08,-0.10,-0.06,0.04,0.12,0.24,0.31,0.35,0.35,0.33,0.34,0.30,0.30,0.35,0.44,0.55,0.61,0.64
2014/11/29 上午 12:00:00,0.67,0.64,0.56,0.42,0.30,0.16,0.05,-0.02,-0.05,0.00,0.08,0.19,0.28,0.36,0.40,0.40,0.36,0.33,0.30,0.26,0.28,0.34,0.40,0.46
2014/11/30 上午 12:00:00,0.52,0.54,0.53,0.46,0.35,0.24,0.12,0.02,-0.04,-0.06,-0.01,0.12,0.23,0.33,0.40,0.42,0.42,0.36,0.31,0.26,0.21,0.18,0.22,0.29
2014/12/1 上午 12:00:00,0.36,0.40,0.45,0.46,0.40,0.32,0.19,0.11,-0.01,-0.05,-0.06,0.02,0.15,0.25,0.34,0.43,0.44,0.41,0.35,0.26,0.14,0.09,0.07,0.11
2014/12/2 上午 12:00:00,0.16,0.25,0.32,0.38,0.38,0.33,0.28,0.19,0.08,0.01,-0.03,0.00,0.12,0.26,0.37,0.49,0.57,0.58,0.53,0.44,0.31,0.19,0.11,0.06
2014/12/3 上午 12:00:00,0.10,0.17,0.26,0.35,0.44,0.44,0.44,0.35,0.26,0.18,0.12,0.10,0.15,0.27,0.42,0.56,0.66,0.72,0.72,0.64,0.49,0.35,0.21,0.09
2014/12/4 上午 12:00:00,0.05,0.05,0.14,0.25,0.35,0.36,0.37,0.32,0.24,0.14,0.08,0.05,0.04,0.12,0.28,0.44,0.56,0.61,0.62,0.57,0.43,0.29,0.08,-0.06
2014/12/5 上午 12:00:00,-0.17,-0.18,-0.14,-0.05,0.09,0.16,0.20,0.26,0.20,0.14,0.08,0.04,0.03,0.07,0.19,0.36,0.52,0.62,0.68,0.66,0.58,0.42,0.24,0.06
2014/12/6 上午 12:00:00,-0.08,-0.18,-0.20,-0.14,-0.01,0.09,0.19,0.25,0.25,0.20,0.17,0.12,0.13,0.13,0.23,0.38,0.55,0.68,0.74,0.76,0.72,0.58,0.42,0.26
2014/12/7 上午 12:00:00,0.09,-0.06,-0.14,-0.16,-0.08,0.04,0.15,0.22,0.26,0.26,0.21,0.20,0.19,0.19,0.20,0.31,0.45,0.60,0.71,0.73,0.73,0.64,0.50,0.33
2014/12/8 上午 12:00:00,0.16,0.01,-0.13,-0.18,-0.16,-0.08,0.02,0.09,0.17,0.19,0.17,0.16,0.14,0.14,0.16,0.24,0.37,0.51,0.64,0.72,0.72,0.68,0.59,0.44
2014/12/9 上午 12:00:00,0.28,0.09,-0.05,-0.15,-0.19,-0.14,-0.06,0.03,0.09,0.15,0.17,0.18,0.18,0.14,0.16,0.20,0.28,0.42,0.55,0.66,0.72,0.70,0.65,0.54
2014/12/10 上午 12:00:00,0.40,0.24,0.07,-0.06,-0.13,-0.14,-0.08,0.01,0.09,0.17,0.23,0.24,0.25,0.24,0.23,0.24,0.30,0.37,0.49,0.61,0.68,0.70,0.67,0.61
2014/12/11 上午 12:00:00,0.50,0.36,0.22,0.07,-0.05,-0.09,-0.09,-0.02,0.05,0.12,0.16,0.21,0.23,0.24,0.23,0.24,0.24,0.27,0.36,0.46,0.54,0.58,0.56,0.53
2014/12/12 上午 12:00:00,0.47,0.37,0.24,0.11,-0.01,-0.08,-0.10,-0.08,-0.01,0.05,0.10,0.15,0.18,0.22,0.20,0.19,0.19,0.20,0.24,0.31,0.40,0.44,0.46,0.49
2014/12/13 上午 12:00:00,0.48,0.43,0.33,0.21,0.09,0.00,-0.04,-0.06,-0.02,0.06,0.11,0.18,0.26,0.32,0.34,0.34,0.31,0.32,0.31,0.31,0.36,0.42,0.46,0.48
2014/12/14 上午 12:00:00,0.49,0.48,0.42,0.34,0.23,0.13,0.05,0.00,0.00,0.04,0.11,0.18,0.25,0.31,0.35,0.36,0.34,0.32,0.28,0.26,0.26,0.28,0.32,0.33
2014/12/15 上午 12:00:00,0.36,0.38,0.35,0.30,0.23,0.15,0.07,0.02,-0.02,0.01,0.06,0.14,0.24,0.31,0.37,0.38,0.38,0.36,0.32,0.26,0.22,0.20,0.20,0.23
2014/12/16 上午 12:00:00,0.26,0.30,0.31,0.30,0.24,0.16,0.08,0.01,-0.05,-0.05,-0.04,0.03,0.12,0.22,0.29,0.34,0.35,0.32,0.24,0.16,0.07,0.02,-0.01,0.00
2014/12/17 上午 12:00:00,0.05,0.09,0.15,0.19,0.19,0.16,0.11,0.02,-0.03,-0.05,-0.06,0.01,0.11,0.22,0.32,0.40,0.44,0.43,0.38,0.30,0.19,0.10,0.02,-0.01
2014/12/18 上午 12:00:00,0.02,0.07,0.13,0.18,0.23,0.25,0.22,0.16,0.12,0.08,0.04,0.05,0.14,0.26,0.40,0.48,0.55,0.57,0.51,0.44,0.32,0.19,0.07,-0.02
2014/12/19 上午 12:00:00,-0.06,-0.02,0.04,0.12,0.20,0.24,0.26,0.24,0.18,0.13,0.10,0.08,0.12,0.21,0.34,0.46,0.55,0.60,0.59,0.50,0.36,0.22,0.06,-0.08
2014/12/20 上午 12:00:00,-0.17,-0.19,-0.14,-0.05,0.05,0.12,0.16,0.14,0.12,0.08,0.02,0.02,0.03,0.13,0.28,0.42,0.56,0.65,0.65,0.62,0.49,0.32,0.13,-0.05
2014/12/21 上午 12:00:00,-0.18,-0.24,-0.24,-0.17,-0.05,0.06,0.14,0.19,0.19,0.14,0.09,0.05,0.04,0.07,0.20,0.37,0.54,0.64,0.70,0.68,0.57,0.39,0.19,-0.02
2014/12/22 上午 12:00:00,-0.19,-0.28,-0.34,-0.31,-0.18,-0.05,0.06,0.15,0.17,0.14,0.10,0.04,0.05,0.05,0.13,0.30,0.50,0.67,0.78,0.82,0.76,0.62,0.43,0.21
2014/12/23 上午 12:00:00,0.02,-0.14,-0.24,-0.27,-0.21,-0.08,0.03,0.14,0.21,0.22,0.18,0.14,0.11,0.09,0.13,0.21,0.39,0.57,0.72,0.80,0.81,0.75,0.57,0.36
2014/12/24 上午 12:00:00,0.14,-0.04,-0.20,-0.30,-0.33,-0.27,-0.14,-0.03,0.07,0.12,0.12,0.08,0.04,0.02,0.02,0.05,0.16,0.34,0.53,0.66,0.73,0.73,0.64,0.49
2014/12/25 上午 12:00:00,0.27,0.05,-0.12,-0.25,-0.30,-0.31,-0.20,-0.08,0.03,0.12,0.17,0.17,0.14,0.10,0.04,0.02,0.06,0.21,0.38,0.55,0.68,0.71,0.68,0.62
2014/12/26 上午 12:00:00,0.45,0.25,0.02,-0.14,-0.24,-0.27,-0.24,-0.14,-0.04,0.07,0.13,0.16,0.18,0.14,0.10,0.08,0.07,0.12,0.22,0.37,0.51,0.61,0.63,0.62
2014/12/27 上午 12:00:00,0.54,0.40,0.23,0.05,-0.04,-0.14,-0.18,-0.13,-0.04,0.05,0.14,0.20,0.24,0.22,0.20,0.16,0.10,0.08,0.10,0.18,0.30,0.39,0.44,0.50
2014/12/28 上午 12:00:00,0.48,0.41,0.28,0.15,0.04,-0.07,-0.14,-0.16,-0.12,-0.03,0.05,0.15,0.25,0.27,0.26,0.21,0.16,0.12,0.07,0.09,0.12,0.20,0.26,0.30
2014/12/29 上午 12:00:00,0.34,0.33,0.29,0.18,0.08,0.00,-0.09,-0.14,-0.14,-0.08,0.01,0.10,0.20,0.29,0.32,0.29,0.26,0.18,0.12,0.04,0.02,0.04,0.07,0.13
2014/12/30 上午 12:00:00,0.18,0.24,0.23,0.23,0.19,0.12,0.06,0.00,-0.04,-0.05,-0.01,0.10,0.21,0.32,0.42,0.44,0.42,0.35,0.28,0.19,0.09,0.01,-0.01,0.00
